Frequency (Hz),Absolute Amplitude (a.u.),Frequency (Hz),Absolute Amplitude (a.u.),Frequency (Hz),Absolute Amplitude (a.u.),Frequency (Hz),Absolute Amplitude (a.u.),Frequency (Hz),Absolute Amplitude (a.u.),Frequency (Hz),Absolute Amplitude (a.u.)
13054.6875,0.006032771608,13054.6875,0.003989665952,13054.6875,0.02004711117,13054.6875,0.2078776116,13054.6875,0.0609079078,13054.6875,0.04231533853
13078.125,0.004629558171,13078.125,0.003813065624,13078.125,0.01051067385,13078.125,0.4192779337,13078.125,0.05501326707,13078.125,0.04116079282
13101.5625,0.008897403112,13101.5625,0.002073123439,13101.5625,0.03103652139,13101.5625,1.336361137,13101.5625,0.0117691731,13101.5625,0.03184293755
13125,0.008519706222,13125,0.001778735253,13125,0.004844258733,13125,0.6049060806,13125,0.05067718251,13125,0.04271627414
13148.4375,0.003352551116,13148.4375,0.003163050758,13148.4375,0.01112802671,13148.4375,0.5561537045,13148.4375,0.06590422899,13148.4375,0.008271143948
13171.875,0.00750154938,13171.875,0.003294264553,13171.875,0.007492012099,13171.875,2.116164234,13171.875,0.09776637053,13171.875,0.01733906934
13195.3125,0.006315263198,13195.3125,0.001709586299,13195.3125,0.01695867538,13195.3125,0.7046887071,13195.3125,0.03693940291,13195.3125,0.01115103513
13218.75,0.008404836996,13218.75,0.002617015971,13218.75,0.02398805824,13218.75,0.9646305685,13218.75,0.01467894018,13218.75,0.03513916229
13242.1875,0.001735428962,13242.1875,0.0002838395515,13242.1875,0.02278406776,13242.1875,0.3679186155,13242.1875,0.06660734186,13242.1875,0.03368210081
13265.625,0.003985360256,13265.625,0.00161852299,13265.625,0.02000919373,13265.625,0.6544404461,13265.625,0.05169693566,13265.625,0.02306108919
13289.0625,0.00392078113,13289.0625,0.002123030965,13289.0625,0.0285798252,13289.0625,0.9246502541,13289.0625,0.05662961105,13289.0625,0.02194638795
13312.5,0.01061883808,13312.5,0.001406495306,13312.5,0.0221458413,13312.5,1.660695009,13312.5,0.0580380958,13312.5,0.01818264688
13335.9375,0.002593111022,13335.9375,0.00219860798,13335.9375,0.02004577254,13335.9375,1.381426777,13335.9375,0.08035371438,13335.9375,0.02818668993
13359.375,0.001150047919,13359.375,0.003929223432,13359.375,0.01170464055,13359.375,0.9299109054,13359.375,0.053519309,13359.375,0.03613617583
13382.8125,0.003244411728,13382.8125,0.001273598068,13382.8125,0.009792305678,13382.8125,1.296187307,13382.8125,0.05027315992,13382.8125,0.02655630589
13406.25,0.001447250504,13406.25,0.001289938103,13406.25,0.01605335141,13406.25,0.8361747695,13406.25,0.004784521856,13406.25,0.02184119649
13429.6875,0.004605832843,13429.6875,0.00188975533,13429.6875,0.00872513565,13429.6875,0.9972107358,13429.6875,0.01958679704,13429.6875,0.03806491283
13453.125,0.0009529343158,13453.125,0.001896137891,13453.125,0.02491841289,13453.125,1.088683234,13453.125,0.0432912356,13453.125,0.05853165938
13476.5625,0.002279036054,13476.5625,0.002061477448,13476.5625,0.01505958564,13476.5625,1.145318578,13476.5625,0.02769086111,13476.5625,0.04340188472
13500,0.002810944196,13500,0.001915082924,13500,0.006842162317,13500,0.2236199884,13500,0.01529091183,13500,0.02317730791
13523.4375,0.001319707656,13523.4375,0.001939782015,13523.4375,0.008413034436,13523.4375,0.8051072152,13523.4375,0.01803257852,13523.4375,0.03212889734
13546.875,0.007387785583,13546.875,0.001840257817,13546.875,0.02046840159,13546.875,1.048335573,13546.875,0.02403198559,13546.875,0.02665866434
13570.3125,0.0106953597,13570.3125,0.001515743925,13570.3125,0.02878730007,13570.3125,0.4086013318,13570.3125,0.03097504309,13570.3125,0.05502222457
13593.75,0.002007057166,13593.75,0.00290970726,13593.75,0.01516671046,13593.75,0.8869940885,13593.75,0.01780314348,13593.75,0.02211793094
13617.1875,0.005680420686,13617.1875,0.00290210141,13617.1875,0.01231543443,13617.1875,0.7131850129,13617.1875,0.02214796943,13617.1875,0.004035392704
13640.625,0.005904181247,13640.625,0.003476975305,13640.625,0.005229105795,13640.625,1.222774616,13640.625,0.02693672579,13640.625,0.01565830867
13664.0625,0.007182076981,13664.0625,0.003531446668,13664.0625,0.01558698007,13664.0625,0.8524884236,13664.0625,0.01304494623,13664.0625,0.059492346
13687.5,0.001389637296,13687.5,0.001366698885,13687.5,0.01395745353,13687.5,0.3679820037,13687.5,0.01920780857,13687.5,0.008713730249
13710.9375,0.002954013365,13710.9375,0.002984685357,13710.9375,0.003318913845,13710.9375,0.7524016021,13710.9375,0.02257126768,13710.9375,0.04224796387
13734.375,0.001340865873,13734.375,0.001558421664,13734.375,0.0173379924,13734.375,0.153565482,13734.375,0.01371416256,13734.375,0.02342174286
13757.8125,0.004148986609,13757.8125,0.000927431612,13757.8125,0.02088163623,13757.8125,0.5174908179,13757.8125,0.03823850269,13757.8125,0.01871511082
13781.25,0.001446404261,13781.25,0.001023333417,13781.25,0.02897479031,13781.25,0.7379400101,13781.25,0.04241777894,13781.25,0.0114624465
13804.6875,0.006043396717,13804.6875,0.002853460199,13804.6875,0.03522125015,13804.6875,0.633782701,13804.6875,0.05953029672,13804.6875,0.04398970641
13828.125,0.004072894111,13828.125,0.001672409941,13828.125,0.03240201111,13828.125,0.4438159171,13828.125,0.01609559412,13828.125,0.03345686488
13851.5625,0.004700531236,13851.5625,0.0006463787347,13851.5625,0.01165701001,13851.5625,1.221001012,13851.5625,0.01729478003,13851.5625,0.0592766791
13875,0.005050330176,13875,0.003771011208,13875,0.01779463686,13875,0.436666465,13875,0.03090409358,13875,0.03008480556
13898.4375,0.004351246405,13898.4375,0.001786831517,13898.4375,0.02169359357,13898.4375,0.4583670656,13898.4375,0.01436719554,13898.4375,0.02790839493
13921.875,0.004386454058,13921.875,0.001712423203,13921.875,0.01216691532,13921.875,0.8444283116,13921.875,0.04666519206,13921.875,0.02934710176
13945.3125,0.003436657762,13945.3125,0.003342306788,13945.3125,0.01594221838,13945.3125,0.5644514587,13945.3125,0.02168081172,13945.3125,0.05630337937
13968.75,0.003551148025,13968.75,0.002755058141,13968.75,0.009988303298,13968.75,0.8975833349,13968.75,0.008113008543,13968.75,0.011153335
13992.1875,0.00346289467,13992.1875,0.00146419629,13992.1875,0.02328915761,13992.1875,1.281526601,13992.1875,0.05648690383,13992.1875,0.03592216837
14015.625,0.002681710123,14015.625,0.001559313382,14015.625,0.0107471577,14015.625,0.2339256924,14015.625,0.05646141065,14015.625,0.01534522945
14039.0625,0.00382464809,14039.0625,0.001577210609,14039.0625,0.02000525132,14039.0625,0.6619350292,14039.0625,0.006270936957,14039.0625,0.02310823406
14062.5,0.003329565564,14062.5,0.002764830646,14062.5,0.01848822983,14062.5,0.4879105239,14062.5,0.04534227952,14062.5,0.009439306401
14085.9375,0.006803620024,14085.9375,0.004124314757,14085.9375,0.01175991576,14085.9375,0.4074072329,14085.9375,0.06333614936,14085.9375,0.01570173867
14109.375,0.005601274629,14109.375,0.001702923115,14109.375,0.02088527787,14109.375,0.3293626559,14109.375,0.04882396174,14109.375,0.03158837014
14132.8125,0.002257089451,14132.8125,0.004372314902,14132.8125,0.009046792603,14132.8125,0.2187407171,14132.8125,0.03500492474,14132.8125,0.04349521056
14156.25,0.006844557987,14156.25,0.0009001708096,14156.25,0.01378586551,14156.25,0.825929207,14156.25,0.07110527486,14156.25,0.032086556
14179.6875,0.005359884095,14179.6875,0.0009654446513,14179.6875,0.03758968969,14179.6875,0.8835106975,14179.6875,0.0803632136,14179.6875,0.02908588177
14203.125,0.001328593673,14203.125,0.007143818073,14203.125,0.01629983532,14203.125,0.9483933882,14203.125,0.05578321842,14203.125,0.07443006112
14226.5625,0.001661825299,14226.5625,0.0006443828739,14226.5625,0.01837230398,14226.5625,1.216382266,14226.5625,0.04298416247,14226.5625,0.02127420488
14250,0.004539999733,14250,0.002447610064,14250,0.02350470272,14250,0.809858938,14250,0.06414411869,14250,0.0208232132
14273.4375,0.003418561347,14273.4375,0.0004320035107,14273.4375,0.01839474532,14273.4375,1.254121445,14273.4375,0.0704368047,14273.4375,0.009712472065
14296.875,0.004829284901,14296.875,0.004019379531,14296.875,0.01918347277,14296.875,1.783444352,14296.875,0.06481877283,14296.875,0.01009341018
14320.3125,0.002513517174,14320.3125,0.001502619531,14320.3125,0.00447718334,14320.3125,0.2053066309,14320.3125,0.07581022582,14320.3125,0.02792543855
14343.75,0.003154188403,14343.75,0.0007264973946,14343.75,0.01653866828,14343.75,1.112107042,14343.75,0.02647976537,14343.75,0.05124104772
14367.1875,0.007031340709,14367.1875,0.003780760715,14367.1875,0.01527182374,14367.1875,1.513239404,14367.1875,0.01880601732,14367.1875,0.0304769147
14390.625,0.006284885246,14390.625,0.002221384297,14390.625,0.0045094911,14390.625,1.660276759,14390.625,0.0824948167,14390.625,0.0237938048
14414.0625,0.002147037147,14414.0625,0.002313853122,14414.0625,0.018758811,14414.0625,0.2646381338,14414.0625,0.04089869534,14414.0625,0.06243480458
14437.5,0.003382138174,14437.5,0.001897412771,14437.5,0.02641798482,14437.5,1.098219204,14437.5,0.04031622992,14437.5,0.05067314114
14460.9375,0.005633609943,14460.9375,0.003737477374,14460.9375,0.01214002514,14460.9375,0.7004983349,14460.9375,0.103263966,14460.9375,0.02988347039
14484.375,0.0006953292296,14484.375,0.002420235133,14484.375,0.01234538119,14484.375,0.8860781866,14484.375,0.1171265822,14484.375,0.03887595457
14507.8125,0.007381562416,14507.8125,0.002882059978,14507.8125,0.01488981634,14507.8125,1.069494358,14507.8125,0.1068209499,14507.8125,0.0338162458
14531.25,0.006448179669,14531.25,0.002444112859,14531.25,0.01179634761,14531.25,1.086181287,14531.25,0.09487501985,14531.25,0.00685739813
14554.6875,0.003122396497,14554.6875,0.0002893119088,14554.6875,0.01921746249,14554.6875,0.8766189644,14554.6875,0.02284044068,14554.6875,0.004530136749
14578.125,0.005996840379,14578.125,0.002471653998,14578.125,0.01866662361,14578.125,0.9387369623,14578.125,0.05716873658,14578.125,0.01376764372
14601.5625,0.003580396231,14601.5625,0.0016721637,14601.5625,0.02480123862,14601.5625,1.385451204,14601.5625,0.09031767583,14601.5625,0.02001806568
14625,0.004823045713,14625,0.0003483529617,14625,0.016301006,14625,0.5718369814,14625,0.111093733,14625,0.02524892708
14648.4375,0.003421684472,14648.4375,0.0008723271994,14648.4375,0.01786599371,14648.4375,0.6017959734,14648.4375,0.1395485099,14648.4375,0.05508553952
14671.875,0.01045733814,14671.875,0.002056719901,14671.875,0.03547226369,14671.875,0.3811207376,14671.875,0.1242910179,14671.875,0.05473243366
14695.3125,0.00401628756,14695.3125,0.002030737723,14695.3125,0.01523093724,14695.3125,0.2579092896,14695.3125,0.1200304071,14695.3125,0.05030522902
14718.75,0.0055873148,14718.75,0.002037454231,14718.75,0.01101531058,14718.75,0.6381066609,14718.75,0.04803092734,14718.75,0.02688459551
14742.1875,0.004867801528,14742.1875,0.001668497208,14742.1875,0.02321310575,14742.1875,1.180156543,14742.1875,0.1177016431,14742.1875,0.01683279918
14765.625,0.003310430285,14765.625,0.0003807181386,14765.625,0.004719127714,14765.625,1.640935663,14765.625,0.08124908403,14765.625,0.03303215712
14789.0625,0.004506690225,14789.0625,0.003058254447,14789.0625,0.03953237351,14789.0625,0.5193931359,14789.0625,0.0305270798,14789.0625,0.009589807918
14812.5,0.004034419981,14812.5,0.001084031757,14812.5,0.004296057715,14812.5,0.9634097212,14812.5,0.09377508357,14812.5,0.03175677384
14835.9375,0.005272956448,14835.9375,0.002824645012,14835.9375,0.01181894073,14835.9375,1.141183946,14835.9375,0.09974813231,14835.9375,0.03964447904
14859.375,0.002480510865,14859.375,0.001401618462,14859.375,0.007537283004,14859.375,0.1348080687,14859.375,0.07068425975,14859.375,0.02864992443
14882.8125,0.004423936856,14882.8125,0.002438821467,14882.8125,0.01131171398,14882.8125,1.038965428,14882.8125,0.09025356379,14882.8125,0.01215510424
14906.25,0.005115114013,14906.25,0.001749817773,14906.25,0.008555798997,14906.25,1.509049861,14906.25,0.1248211531,14906.25,0.03536868769
14929.6875,0.009496638276,14929.6875,0.001694039835,14929.6875,0.02364565134,14929.6875,0.3146898734,14929.6875,0.1027820066,14929.6875,0.03293322832
14953.125,0.007906537028,14953.125,0.004103227529,14953.125,0.02374009393,14953.125,1.05975331,14953.125,0.05944185413,14953.125,0.01413595694
14976.5625,0.002004291644,14976.5625,0.001977999954,14976.5625,0.02132987532,14976.5625,0.2452414938,14976.5625,0.005749280139,14976.5625,0.05011204437
15000,0.006897199638,15000,0.003381080693,15000,0.02157786249,15000,0.369057777,15000,0.0572275125,15000,0.04946869419
15023.4375,0.005937413672,15023.4375,0.001570205788,15023.4375,0.0153855209,15023.4375,1.867801476,15023.4375,0.1326285959,15023.4375,0.03482762767
15046.875,0.001165493803,15046.875,0.001123934725,15046.875,0.007371165205,15046.875,0.5980093709,15046.875,0.2108695169,15046.875,0.05249012122
15070.3125,0.002822373642,15070.3125,0.003337573673,15070.3125,0.009011850899,15070.3125,1.321175017,15070.3125,0.05639020093,15070.3125,0.04960588072
15093.75,0.002132939982,15093.75,0.001245201305,15093.75,0.01616795393,15093.75,2.506104613,15093.75,0.04687040734,15093.75,0.02614059364
15117.1875,0.003532444886,15117.1875,0.001082443759,15117.1875,0.006192398971,15117.1875,0.613560482,15117.1875,0.19924722,15117.1875,0.03873212595
15140.625,0.0111495474,15140.625,0.00272196202,15140.625,0.01517570004,15140.625,2.105565161,15140.625,0.08840000423,15140.625,0.02747723125
15164.0625,0.002157765348,15164.0625,0.002074357829,15164.0625,0.01929271113,15164.0625,1.562891312,15164.0625,0.05178202834,15164.0625,0.08740023416
15187.5,0.003388119046,15187.5,0.001321619296,15187.5,0.01513141345,15187.5,1.282012232,15187.5,0.1212541222,15187.5,0.06447702561
15210.9375,0.003034486721,15210.9375,0.004746768783,15210.9375,0.01554222026,15210.9375,0.3882601627,15210.9375,0.0376209448,15210.9375,0.012309216
15234.375,0.005781502283,15234.375,0.002461164806,15234.375,0.004115644913,15234.375,1.030128134,15234.375,0.1075984921,15234.375,0.0159048843
15257.8125,0.004162345311,15257.8125,0.0007223684569,15257.8125,0.01590892457,15257.8125,0.9985306226,15257.8125,0.1345461028,15257.8125,0.05676462575
15281.25,0.0059004828,15281.25,0.001005617543,15281.25,0.03315683256,15281.25,0.2120231648,15281.25,0.1042368464,15281.25,0.009631451461
15304.6875,0.003993103765,15304.6875,0.000692439775,15304.6875,0.009627313483,15304.6875,1.047876021,15304.6875,0.1467212714,15304.6875,0.05769138543
15328.125,0.008932890479,15328.125,0.002916309401,15328.125,0.03143358007,15328.125,1.706850768,15328.125,0.05171187594,15328.125,0.01288040541
15351.5625,0.00628406282,15351.5625,0.001901377292,15351.5625,0.0231391173,15351.5625,1.405110584,15351.5625,0.06797332107,15351.5625,0.007905118637
15375,0.003569978368,15375,0.002353077055,15375,0.01120883223,15375,2.101601572,15375,0.0617962067,15375,0.03884249297
15398.4375,0.005493627973,15398.4375,0.002808151136,15398.4375,0.0122049201,15398.4375,0.6798492556,15398.4375,0.06085319323,15398.4375,0.05262313774
15421.875,0.01016467238,15421.875,0.004310048908,15421.875,0.01505352846,15421.875,1.3803391,15421.875,0.05754064935,15421.875,0.02976653182
15445.3125,0.00130790405,15445.3125,0.001751260612,15445.3125,0.014504328,15445.3125,0.993302841,15445.3125,0.07839429066,15445.3125,0.006279601457
15468.75,0.003083449312,15468.75,0.002139981826,15468.75,0.03395369352,15468.75,1.005191375,15468.75,0.06478948004,15468.75,0.01359680992
15492.1875,0.002017971946,15492.1875,0.001973747853,15492.1875,0.01592044749,15492.1875,2.409323876,15492.1875,0.0442682715,15492.1875,0.04068926506
15515.625,0.008511468341,15515.625,0.002179432459,15515.625,0.02245122581,15515.625,0.7942109977,15515.625,0.07428720123,15515.625,0.05199229967
15539.0625,0.001355406146,15539.0625,0.004841778765,15539.0625,0.0345947264,15539.0625,1.737005526,15539.0625,0.1028722897,15539.0625,0.02713534453
15562.5,0.002043390314,15562.5,0.001007156533,15562.5,0.002934655528,15562.5,0.8709106965,15562.5,0.1104550694,15562.5,0.02729206071
15585.9375,0.00120013307,15585.9375,0.001584080984,15585.9375,0.01578177527,15585.9375,0.08913987307,15585.9375,0.05124202605,15585.9375,0.03420745708
15609.375,0.002388011797,15609.375,0.004164042946,15609.375,0.01350482633,15609.375,3.018462302,15609.375,0.06058743995,15609.375,0.08541376239
15632.8125,0.001990107919,15632.8125,0.002459042458,15632.8125,0.004727489069,15632.8125,0.3451494229,15632.8125,0.03272898648,15632.8125,0.04943406403
15656.25,0.001971054431,15656.25,0.002175533301,15656.25,0.002794691299,15656.25,1.646521194,15656.25,0.08792554567,15656.25,0.07024372892
15679.6875,0.002119616367,15679.6875,0.002573171034,15679.6875,0.01619102995,15679.6875,1.338049937,15679.6875,0.09611850654,15679.6875,0.09341900464
15703.125,0.008545777022,15703.125,0.001453078496,15703.125,0.04023653818,15703.125,3.048796836,15703.125,0.04607254547,15703.125,0.1018451793
15726.5625,0.001891328991,15726.5625,0.001170655456,15726.5625,0.008748769331,15726.5625,1.581029169,15726.5625,0.03785350813,15726.5625,0.1082199923
15750,0.01101792331,15750,0.001290377049,15750,0.03222421466,15750,3.334923725,15750,0.03137407347,15750,0.06165660312
15773.4375,0.003461315492,15773.4375,0.003710963653,15773.4375,0.01006642626,15773.4375,2.785275074,15773.4375,0.02114078524,15773.4375,0.01232570409
15796.875,0.002432122401,15796.875,0.004948613221,15796.875,0.03266763208,15796.875,1.032640827,15796.875,0.01078360455,15796.875,0.05660381555
15820.3125,0.003617954195,15820.3125,0.004590042606,15820.3125,0.01260776572,15820.3125,2.009867481,15820.3125,0.03310997401,15820.3125,0.02788335369
15843.75,0.006096567863,15843.75,0.003712093346,15843.75,0.03014195138,15843.75,3.742501959,15843.75,0.0404221888,15843.75,0.03890152409
15867.1875,0.008722752952,15867.1875,0.004024871262,15867.1875,0.02549647754,15867.1875,2.089737571,15867.1875,0.004755348089,15867.1875,0.04112403831
15890.625,0.001362360129,15890.625,0.003030681676,15890.625,0.02175220627,15890.625,3.077356787,15890.625,0.09156436798,15890.625,0.02498604751
15914.0625,0.007786903448,15914.0625,0.004380103064,15914.0625,0.01512449853,15914.0625,3.329124945,15914.0625,0.07051169763,15914.0625,0.02131338728
15937.5,0.0031228197,15937.5,0.001133535454,15937.5,0.05653372139,15937.5,5.713951787,15937.5,0.06644739311,15937.5,0.01240993445
15960.9375,0.00431538393,15960.9375,0.003813387843,15960.9375,0.03759865369,15960.9375,3.556457433,15960.9375,0.07457158771,15960.9375,0.04864728498
15984.375,0.007165809878,15984.375,0.003367727064,15984.375,0.03159655192,15984.375,1.299694778,15984.375,0.01866547358,15984.375,0.04405520033
16007.8125,0.002754559893,16007.8125,0.000889468495,16007.8125,0.0148722913,16007.8125,4.365219144,16007.8125,0.03154118507,16007.8125,0.0314168372
16031.25,0.003887524766,16031.25,0.001122328499,16031.25,0.02742485057,16031.25,1.602119011,16031.25,0.02396894946,16031.25,0.05876368315
16054.6875,0.007513787913,16054.6875,0.004624416681,16054.6875,0.009932524225,16054.6875,1.157181102,16054.6875,0.03680989136,16054.6875,0.09906938039
16078.125,0.003937974813,16078.125,0.001546140516,16078.125,0.01821991056,16078.125,2.897682443,16078.125,0.09779318378,16078.125,0.01479239626
16101.5625,0.001879087824,16101.5625,0.003987566258,16101.5625,0.01571681576,16101.5625,1.475538862,16101.5625,0.01563214915,16101.5625,0.03273424778
16125,0.00357332828,16125,0.001667769581,16125,0.04617623463,16125,2.297231312,16125,0.09262924644,16125,0.03159126784
16148.4375,0.004780809829,16148.4375,0.004033333116,16148.4375,0.02441434011,16148.4375,3.044116743,16148.4375,0.08642841017,16148.4375,0.006594946497
16171.875,0.00737544361,16171.875,0.001999420556,16171.875,0.01507981992,16171.875,2.238555165,16171.875,0.06708243925,16171.875,0.03342757403
16195.3125,0.005391175599,16195.3125,0.001374421843,16195.3125,0.03287753105,16195.3125,2.634937159,16195.3125,0.09158177602,16195.3125,0.05300214451
16218.75,0.006487109709,16218.75,0.001272701875,16218.75,0.01142035777,16218.75,2.375315823,16218.75,0.1063472337,16218.75,0.04750634159
16242.1875,0.003952661737,16242.1875,0.002693330718,16242.1875,0.03042742638,16242.1875,2.286283323,16242.1875,0.05658905038,16242.1875,0.0322937475
16265.625,0.002579204802,16265.625,0.001068045854,16265.625,0.07592788936,16265.625,1.972969016,16265.625,0.06261569903,16265.625,0.02130656298
16289.0625,0.005927301859,16289.0625,0.001054328214,16289.0625,0.04951467101,16289.0625,1.025489051,16289.0625,0.08354062886,16289.0625,0.03655724698
16312.5,0.006498666294,16312.5,0.001563254683,16312.5,0.01723547135,16312.5,1.450790504,16312.5,0.04801369575,16312.5,0.03910142384
16335.9375,0.004889094665,16335.9375,0.00202029134,16335.9375,0.07072332113,16335.9375,3.025104897,16335.9375,0.1249829336,16335.9375,0.03836703508
16359.375,0.004817426688,16359.375,0.005115641753,16359.375,0.01680436268,16359.375,3.321187069,16359.375,0.1017890039,16359.375,0.02817526216
16382.8125,0.002166596797,16382.8125,0.000793660818,16382.8125,0.004837897726,16382.8125,1.384970538,16382.8125,0.01585308707,16382.8125,0.02758961723
16406.25,0.00517619375,16406.25,0.001440665879,16406.25,0.02217371875,16406.25,2.720944916,16406.25,0.006534370593,16406.25,0.007669723883
16429.6875,0.004218500446,16429.6875,0.003210476039,16429.6875,0.07358334292,16429.6875,4.683139303,16429.6875,0.05466334002,16429.6875,0.03154072717
16453.125,0.004848084811,16453.125,0.001086838964,16453.125,0.03623618727,16453.125,2.84376517,16453.125,0.05154023233,16453.125,0.02890243525
16476.5625,0.002014852131,16476.5625,0.0009548964947,16476.5625,0.07839361682,16476.5625,3.139297319,16476.5625,0.02830586818,16476.5625,0.01795839566
16500,0.004220804679,16500,0.00264903355,16500,0.02448511086,16500,2.684428912,16500,0.01136060617,16500,0.04867878594
16523.4375,0.004626191663,16523.4375,0.001726373112,16523.4375,0.04339028172,16523.4375,3.068822983,16523.4375,0.07201774403,16523.4375,0.01425515438
16546.875,0.006285271877,16546.875,0.003595965039,16546.875,0.04752455942,16546.875,2.511750722,16546.875,0.04087578954,16546.875,0.02821227659
16570.3125,0.008892839744,16570.3125,0.002222533811,16570.3125,0.02079998415,16570.3125,2.124791062,16570.3125,0.0412848521,16570.3125,0.03272405762
16593.75,0.003319055454,16593.75,0.002753201187,16593.75,0.03164492483,16593.75,0.2374564126,16593.75,0.04662545391,16593.75,0.06853281732
16617.1875,0.004240059214,16617.1875,0.006143240035,16617.1875,0.03107059567,16617.1875,3.073596125,16617.1875,0.02477349343,16617.1875,0.09231723965
16640.625,0.005878277986,16640.625,0.00348205763,16640.625,0.02673768097,16640.625,1.492234821,16640.625,0.06929075372,16640.625,0.0645948511
16664.0625,0.01114130425,16664.0625,0.002190292413,16664.0625,0.08153029067,16664.0625,3.386330243,16664.0625,0.01741819417,16664.0625,0.0444672388
16687.5,0.007664238209,16687.5,0.001442491123,16687.5,0.06064411808,16687.5,1.657518608,16687.5,0.02786287883,16687.5,0.04289570479
16710.9375,0.005512992141,16710.9375,0.002204980615,16710.9375,0.03193998435,16710.9375,1.906051418,16710.9375,0.04528964374,16710.9375,0.06772524213
16734.375,0.004319719891,16734.375,0.003278328139,16734.375,0.04618080608,16734.375,2.089770994,16734.375,0.03124599026,16734.375,0.06557676341
16757.8125,0.002909513289,16757.8125,0.00147045505,16757.8125,0.05356401045,16757.8125,2.482826696,16757.8125,0.0782376483,16757.8125,0.0272351326
16781.25,0.001761716601,16781.25,0.002972948599,16781.25,0.05206005895,16781.25,3.938440464,16781.25,0.1224328401,16781.25,0.07330182102
16804.6875,0.001450271884,16804.6875,0.002509462969,16804.6875,0.04515057385,16804.6875,1.305604007,16804.6875,0.04368114207,16804.6875,0.02544919541
16828.125,0.0009320633776,16828.125,0.004461604865,16828.125,0.03565781127,16828.125,0.7820442951,16828.125,0.02793725692,16828.125,0.05206561439
16851.5625,0.0001568731853,16851.5625,0.003017903018,16851.5625,0.03321405258,16851.5625,2.278475481,16851.5625,0.02552302033,16851.5625,0.02575381824
16875,0.004394993203,16875,0.002624119113,16875,0.05617250293,16875,3.640281808,16875,0.03739442958,16875,0.03111356662
16898.4375,0.00338412068,16898.4375,0.003138964516,16898.4375,0.03745676153,16898.4375,2.343247193,16898.4375,0.02564589054,16898.4375,0.04876977114
16921.875,0.005019468957,16921.875,0.00201229899,16921.875,0.02411692969,16921.875,1.170966946,16921.875,0.1109752048,16921.875,0.05455722408
16945.3125,0.003322327611,16945.3125,0.00425033568,16945.3125,0.02104612042,16945.3125,1.376596709,16945.3125,0.05321823596,16945.3125,0.0361346574
16968.75,0.005767928583,16968.75,0.001857681075,16968.75,0.03968719029,16968.75,1.86510271,16968.75,0.06563120258,16968.75,0.02043165612
16992.1875,0.01180274291,16992.1875,0.005747121649,16992.1875,0.04030433955,16992.1875,1.563419599,16992.1875,0.07654687557,16992.1875,0.03990518132
17015.625,0.004991058608,17015.625,0.00132287047,17015.625,0.06663990884,17015.625,2.048241271,17015.625,0.02318409053,17015.625,0.0526137008
17039.0625,0.01233191865,17039.0625,0.005035549098,17039.0625,0.06544911652,17039.0625,2.142766317,17039.0625,0.05798771413,17039.0625,0.02577078815
17062.5,0.003294488718,17062.5,0.002363426653,17062.5,0.04573417857,17062.5,2.979136979,17062.5,0.01749435065,17062.5,0.03984289501
17085.9375,0.002514556346,17085.9375,0.006094970619,17085.9375,0.02397340123,17085.9375,1.057818544,17085.9375,0.04235994363,17085.9375,0.02757535769
17109.375,0.00555977296,17109.375,0.002010456348,17109.375,0.0145029546,17109.375,0.3799025941,17109.375,0.09098097977,17109.375,0.04407296477
17132.8125,0.005961720245,17132.8125,0.002489958356,17132.8125,0.01630695662,17132.8125,1.21041806,17132.8125,0.09013506384,17132.8125,0.007990644247
17156.25,0.002349147236,17156.25,0.001770937173,17156.25,0.06092485658,17156.25,1.982963314,17156.25,0.09243760239,17156.25,0.0298270171
17179.6875,0.004978830759,17179.6875,0.003188263039,17179.6875,0.06796767004,17179.6875,0.8389527259,17179.6875,0.07274956968,17179.6875,0.03437138722
17203.125,0.006301422414,17203.125,0.002933099236,17203.125,0.03686086238,17203.125,1.572798864,17203.125,0.05476807458,17203.125,0.01488221441
17226.5625,0.004495844456,17226.5625,0.002102996538,17226.5625,0.02692406291,17226.5625,3.008723975,17226.5625,0.05284140039,17226.5625,0.03396723956
17250,0.00451234233,17250,0.003629369121,17250,0.02424297804,17250,2.345530522,17250,0.0554838433,17250,0.008733841565
17273.4375,0.009073626242,17273.4375,0.004542113662,17273.4375,0.0443132478,17273.4375,1.917579884,17273.4375,0.007153489705,17273.4375,0.006509876411
17296.875,0.005265180276,17296.875,0.005644478486,17296.875,0.04853436026,17296.875,1.304128977,17296.875,0.04030499856,17296.875,0.01512035773
17320.3125,0.01110169474,17320.3125,0.001308628224,17320.3125,0.04776401966,17320.3125,1.799367996,17320.3125,0.06735934107,17320.3125,0.04365515057
17343.75,0.005741742326,17343.75,0.001912502289,17343.75,0.04155003705,17343.75,1.609401438,17343.75,0.05140000412,17343.75,0.05426377818
17367.1875,0.003526862842,17367.1875,0.002752187781,17367.1875,0.03305636215,17367.1875,1.134880505,17367.1875,0.08124375586,17367.1875,0.02771716311
17390.625,0.005096386681,17390.625,0.002373891007,17390.625,0.03278883079,17390.625,1.391454546,17390.625,0.06206250711,17390.625,0.04705267771
17414.0625,0.001801389731,17414.0625,0.0008941887265,17414.0625,0.02211174642,17414.0625,0.8462777402,17414.0625,0.05303273172,17414.0625,0.08443956854
17437.5,0.009928981899,17437.5,0.003630897463,17437.5,0.01822055677,17437.5,1.44264844,17437.5,0.06769529218,17437.5,0.06112067751
