Frequency (Hz),Absolute Amplitude (a.u.)
17742.1875,0.001410759384
17765.625,0.004350853999
17789.0625,0.003443449728
17812.5,0.001911579001
17835.9375,0.0004288111283
17859.375,0.003637078608
17882.8125,0.005240411507
17906.25,0.002579514225
17929.6875,0.01019440171
17953.125,0.006185758891
17976.5625,0.007859391101
18000,0.00765294594
18023.4375,0.003279969836
18046.875,0.01054941928
18070.3125,0.004100552893
18093.75,0.00562259463
18117.1875,0.004030741081
18140.625,0.006645298916
18164.0625,0.0009548595798
18187.5,0.004821926217
18210.9375,0.005285443632
18234.375,0.005076658821
18257.8125,0.01814684511
18281.25,0.005397781632
18304.6875,0.01113313092
18328.125,0.0183544399
18351.5625,0.009378446648
18375,0.001405213873
18398.4375,0.005654716874
18421.875,0.005897179599
18445.3125,0.008985366001
18468.75,0.004995948501
18492.1875,0.001802316452
18515.625,0.002731311698
18539.0625,0.006322753242
18562.5,0.006591364747
18585.9375,0.01257942627
18609.375,0.01199095829
18632.8125,0.004391600851
18656.25,0.013695029
18679.6875,0.005552040764
18703.125,0.006053474274
18726.5625,0.006529487526
18750,0.01483844789
18773.4375,0.006835352666
18796.875,0.005137797934
18820.3125,0.009646647234
18843.75,0.01271313664
18867.1875,0.006325326365
18890.625,0.003243721621
18914.0625,0.003466459705
18937.5,0.008240441201
18960.9375,0.003670105912
18984.375,0.001705728415
19007.8125,0.006364085367
19031.25,0.003955125341
19054.6875,0.008079397331
19078.125,0.003891757079
19101.5625,0.005392645417
19125,0.008901407292
19148.4375,0.01027363299
19171.875,0.002818956654
19195.3125,0.004274194082
19218.75,0.0121241391
19242.1875,0.005047184377
19265.625,0.009625359505
19289.0625,0.009997802764
19312.5,0.002934000981
19335.9375,0.01772235267
19359.375,0.0006535855277
19382.8125,0.005914580596
19406.25,0.003748139356
19429.6875,0.005039295471
19453.125,0.0112881272
19476.5625,0.005083844715
19500,0.006539569232
19523.4375,0.01011898775
19546.875,0.007078056589
19570.3125,0.006318954968
19593.75,0.00862919483
19617.1875,0.008226593417
19640.625,0.01058645024
19664.0625,0.005725254781
19687.5,0.004912289829
19710.9375,0.004890634955
19734.375,0.008822654098
19757.8125,0.002444210499
19781.25,0.009236189417
19804.6875,0.007488236013
19828.125,0.003590367019
19851.5625,0.006672476778
19875,0.009062468337
19898.4375,0.00225932138
19921.875,0.007732595747
19945.3125,0.006424077681
19968.75,0.004656736709
19992.1875,0.005418396181
20015.625,0.009751872697
20039.0625,0.006126029364
20062.5,0.007960664602
20085.9375,0.006138511193
20109.375,0.009698497717
20132.8125,0.008578281417
20156.25,0.005056723489
20179.6875,0.007567864218
20203.125,0.002916739732
20226.5625,0.004045209263
20250,0.004557417818
20273.4375,0.001091630186
20296.875,0.005706910832
20320.3125,0.01207557905
